train_model,test_model,features,fpr,tpr,AUC
RF,RF,73,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,73,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,74,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,74,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,74,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,74,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,74,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,75,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,75,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,75,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
RF,RF,75,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,75,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,76,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,76,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,76,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,76,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,76,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,77,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,77,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,77,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,77,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,77,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,78,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,78,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,78,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,78,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,78,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,79,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,79,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,79,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,79,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,79,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,80,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,80,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,80,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
RF,RF,80,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,80,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,81,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,81,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,81,[0. 0. 1.],[0.         0.97014925 1.        ],0.9850746268656716
RF,RF,81,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,81,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,82,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,82,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,82,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,82,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,82,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,83,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,83,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,83,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,83,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,83,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,84,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,84,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,84,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,84,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,84,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,85,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,85,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,85,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
RF,RF,85,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,85,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,86,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,86,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,86,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,86,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,86,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,87,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,87,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,87,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
RF,RF,87,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,87,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,88,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,88,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,88,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,88,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,88,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,89,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,89,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,89,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,89,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,89,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,90,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,90,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,90,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
RF,RF,90,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,90,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,91,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,91,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,91,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
RF,RF,91,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,91,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,92,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,92,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,92,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
RF,RF,92,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,92,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,93,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,93,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,93,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,93,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,93,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,SVM,94,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,94,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,94,[0. 0. 1.],[0.         0.99253731 1.        ],0.9962686567164178
RF,RF,94,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,94,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,95,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,95,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,95,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,95,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,95,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,96,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,96,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,96,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,96,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,96,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,97,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,97,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,97,[0. 0. 1.],[0.         0.97761194 1.        ],0.9888059701492538
RF,RF,97,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,97,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,98,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,98,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,98,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
RF,RF,98,[0. 0. 1.],[0. 1. 1.],1.0
RF,XGB,98,[0. 0. 1.],[0. 1. 1.],1.0
RF,SVM,99,[0. 0. 1.],[0. 1. 1.],1.0
RF,LR,99,[0. 0. 1.],[0. 1. 1.],1.0
RF,DT,99,[0. 0. 1.],[0.         0.98507463 1.        ],0.9925373134328358
RF,RF,99,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
RF,XGB,99,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,20,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,20,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,20,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,20,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,20,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,21,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,21,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,21,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,21,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,21,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,22,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,22,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,22,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,22,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,22,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,23,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,23,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,23,[0.         0.17647059 1.        ],[0.         0.99253731 1.        ],0.9080333625987708
XGB,RF,23,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,23,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,24,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,24,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,24,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,24,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,24,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,25,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,25,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,25,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,25,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,25,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,26,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,26,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,26,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,26,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,26,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,27,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,27,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,27,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,27,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,27,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,28,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,28,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,28,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,28,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,28,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,29,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,29,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,29,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,29,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,29,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,30,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,30,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,30,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,30,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,30,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,31,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,31,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,31,[0.         0.17647059 1.        ],[0.         0.99253731 1.        ],0.9080333625987708
XGB,RF,31,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,31,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,32,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,32,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,32,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,32,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,32,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,33,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,33,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,33,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,RF,33,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,33,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,34,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,34,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,DT,34,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,34,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,34,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,35,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,35,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,35,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,35,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,35,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,36,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,36,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,36,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,36,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,36,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,37,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,37,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,37,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,37,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,37,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,38,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,38,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,38,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,38,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,38,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,39,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,39,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,39,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,39,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,39,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,40,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,40,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,40,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,40,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,40,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,41,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,41,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,41,[0.         0.17647059 1.        ],[0.         0.99253731 1.        ],0.9080333625987708
XGB,RF,41,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,41,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,42,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,42,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,42,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,RF,42,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,42,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,43,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,43,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,43,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,43,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,43,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,44,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,44,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,44,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,44,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,44,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,45,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,45,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,45,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,45,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,45,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,46,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,46,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,46,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,46,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,46,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,47,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,47,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,47,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,47,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,47,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,48,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,48,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,48,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,48,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,48,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,49,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,49,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,49,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,49,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,49,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,50,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,50,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,50,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,50,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,50,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,51,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,51,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,51,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,51,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,51,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,52,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,52,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,52,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,52,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,52,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,53,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,53,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,53,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,53,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,53,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,54,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,54,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,54,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,54,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,54,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,55,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,55,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,55,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,55,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,55,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,56,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,56,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,56,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,56,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,56,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,57,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,57,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,57,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,57,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,57,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,58,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,58,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,58,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,58,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,58,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,59,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,59,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,59,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,59,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,59,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,60,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,60,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,60,[0.         0.11764706 1.        ],[0.         0.98507463 1.        ],0.9337137840210711
XGB,RF,60,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,60,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,61,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,61,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,61,[0.         0.11764706 1.        ],[0.         0.98507463 1.        ],0.9337137840210711
XGB,RF,61,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,61,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,62,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,62,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,62,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,62,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,62,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,63,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,63,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,63,[0.         0.05882353 1.        ],[0.         0.98507463 1.        ],0.9631255487269534
XGB,RF,63,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,63,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,64,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,64,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,64,[0.         0.11764706 1.        ],[0.         0.99253731 1.        ],0.9374451273046531
XGB,RF,64,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,64,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,65,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,65,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,65,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,65,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,65,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,66,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,66,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,66,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,66,[0. 0. 1.],[0. 1. 1.],1.0
XGB,XGB,66,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,67,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,67,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,67,[0.         0.17647059 1.        ],[0.         0.98507463 1.        ],0.9043020193151887
XGB,RF,67,[0.         0.05882353 1.        ],[0. 1. 1.],0.9705882352941176
XGB,XGB,67,[0. 0. 1.],[0. 1. 1.],1.0
XGB,SVM,68,[0. 0. 1.],[0. 1. 1.],1.0
XGB,LR,68,[0. 0. 1.],[0. 1. 1.],1.0
XGB,DT,68,[0.         0.05882353 1.        ],[0.         0.99253731 1.        ],0.9668568920105355
XGB,RF,68,[0. 0. 1.],[0. 1. 1.],1.0
